,GenNorm,LogNorm,T
CCRD,1.0239101479949384e-06,0.005017042746938816,0.0046398986106741535
CCRN,0.834568068524638,0.90464492444325,0.7005274410430594
CCS,0.910227574053342,0.9296430075152294,0.9533389906773129
CCSI,0.5731701888157155,0.7874972821847213,0.893760901504484
CCTS,1.2879302107630788e-10,1.9535316268803178e-10,1.1118596599671547e-11
CCU,7.3386342090759435e-06,0.018166433815336336,0.027567998150168638
CDAQ,7.682212286859844e-09,9.975362676740272e-09,1.1480951653175104e-08
CDE,0.001631832046682713,0.0044743384068240966,0.025179137995650636
CDIO,2.7351554834574286e-08,8.436046035059358e-08,9.334637651765387e-08
CDLR,0.9084680876430223,0.8877119146644363,0.9624562747495832
CDLX,0.9150773197896694,0.1776135232114694,0.9209686962249072
CDMO,0.008031134290922504,0.026766145507013728,0.05466994389721114
CDNA,0.03158218582390493,0.03164984879752131,0.6480499038851708
CDNS,0.025646422214198328,0.013499333230253985,0.03257396298561621
CDP,2.06579649108753e-23,9.500958725123382e-26,6.079178905551668e-32
CDRE,0.46363959254978915,0.1895094259146124,0.47627283329354353
CDRO,0.2005846030460422,0.33049367404322383,0.34867096405396125
CDT,6.655149475384615e-12,3.146554307349615e-13,2.0215228318164187e-14
CDTX,0.9984277202114367,0.9694309146935455,0.9450345162717206
CDW,0.9203744587030348,0.38401424376733506,0.9136928764160945
CDXC,6.655149475384615e-12,1.742934336672641e-10,6.43607553434768e-15
CDXS,0.9274048559890031,0.30810599788158755,0.989191678406724
CDZI,5.274019622189826e-10,3.6654477885953202e-09,1.9157607996976582e-17
CE,0.9950893316842311,0.7822980799268763,0.9726307443178956
CEAD,0.1276436934874512,0.010140302450982297,0.7281618810978336
CECO,6.438646606572011e-18,9.539756178031924e-17,1.611797246768713e-54
CEG,0.6523413823338988,0.8048974070088999,0.8412517112583764
CEI,0.6858725736711915,0.8705767970581186,0.8407255612180221
CEIX,0.8032086254636179,0.5901588409600553,0.9628323646609207
CELC,0.9749882527563011,0.6756155173419836,0.9940213876083022
CELH,0.2875159161475618,0.06870324565555153,0.2751729737740878
CELU,5.418411762416987e-14,4.802072171364337e-13,2.2205837275546554e-23
CELZ,1.0110322965288264e-32,1.386774177964162e-89,3.403729838874708e-50
CENN,1.7624853998029516e-21,5.430845444238862e-22,1.5154029410872949e-25
CENT,1.590388706786598e-22,4.779684888830251e-24,1.3205222956818926e-93
CENTA,0.9735814107288514,0.21279105830529288,0.997934362301713
CENX,0.30205527213398053,0.1816211076676928,0.19931000601574167
CEPU,0.9993745949542122,0.7386312849598593,0.9932845495368572
CERE,0.9576435791754219,0.077699811264204,0.7779179572947137
CERS,3.5370214176695976e-06,0.01631570449045705,0.4735641063535607
CERT,0.8999972005018813,0.17077765697372016,0.8423577646312055
CET,6.049502306878189e-08,0.00043129530257875984,0.0033035579788663894
CETU,2.8305159972207777e-13,1.179185557915887e-09,4.932573039052921e-09
CETX,0.9639245094639012,0.03919495976034204,0.9993484232971508
CEVA,0.9704665348930153,0.13017588464978913,0.9948618848302208
CF,0.7501333299945383,0.2854427056370006,0.9735828928394749
CFB,0.7815435010878098,0.4368179072108076,0.7435476264690067
CFBK,5.628808990364758e-05,1.898725650421615e-05,1.6866801258339717e-07
CFFI,7.682212286859844e-09,4.015540844272723e-08,9.376149064187146e-13
CFFN,0.002442845903079749,0.015251403556739151,0.05033900641036915
CFFS,7.682212286859844e-09,3.5815086585237325e-08,1.6527820389130313e-09
CFG,0.9785714082772266,0.9712622692764095,0.9846620069780894
CFLT,0.83603444231279,0.8255545761921603,0.8550818597254541
CFR,8.178611346737099e-16,6.663094766518177e-11,8.273453247393592e-31
CFSB,0.9473692378728272,0.0659090128020754,0.69767890371878
CG,0.9025288278011282,0.24482328546016896,0.9559465789554106
CGA,2.8305159968435e-13,4.211313273270489e-12,2.407708048937575e-15
CGAU,2.998979645836343e-11,7.562365137302043e-07,1.1456592584462616e-26
CGBD,0.98880349241583,0.3470468106531207,0.9466897701254915
CGC,0.7961375941609408,0.0282920470750625,0.8341720358343765
CGEM,0.9998810431187026,0.8623150018340865,0.9976478615742196
CGEN,0.911479087084359,0.3666400574184615,0.9382572545042712
CGNT,0.9675357100568374,0.8677852062146317,0.9664283156363163
CGNX,0.002585163463372231,0.01983358286081427,0.07075804368531124
CGTX,0.8304586359634563,0.3368283688591944,0.7113626182636754
CHAA,0.00024280939971073996,0.00023600888256091805,0.0004827743187304587
CHCI,0.9684595416518842,0.9333501906112508,0.9786367743310599
CHCO,2.2081453367958253e-24,2.6387687550031697e-16,8.628241388913083e-21
CHCT,0.8909629155121778,0.06351540573228287,0.9364905189551302
CHD,2.8305159968515797e-13,8.088400495883469e-14,1.0848940183959572e-28
CHDN,0.007149385241768003,0.001857064904309924,0.013797562005180342
CHE,6.111909453622214e-22,5.467124356301303e-10,4.0167743932419284e-10
CHEF,0.8960835114701858,0.6576371292950287,0.6689291549043601
CHEK,0.4528656287881543,0.4035559069446709,0.8179721909215877
CHGG,0.9213074274366444,0.031014543174097797,0.9290003024068199
CHH,0.4377149517167641,0.31969084471819564,0.4699442842961108
CHK,0.9683815165698328,0.7566215246086783,0.883300182377845
CHKP,0.9274240604826147,0.6191438770032897,0.9863699546002979
CHMG,3.384219461058873e-09,1.2935447107276976e-09,3.747024835046178e-12
CHMI,0.6914846656713352,0.43356871419458265,0.8141887785264564
CHNR,7.940335760965787e-06,0.0007446068471816947,0.003400177707086005
CHPT,6.679942909071868e-12,3.00594676363586e-11,1.626889701652945e-11
CHR,7.682212286859844e-09,1.2708197242307155e-09,1.5966181630394362e-08
CHRD,0.5896564600611658,0.7552229884300663,0.4994267179313564
CHRS,0.6731461763313442,0.37761499301485535,0.7285283727613989
CHRW,0.7579946511965374,0.766058174598893,0.7315954369243238
CHSN,0.7829677421987291,0.5953369834827382,0.9440951373075589
CHT,0.43464322934107935,0.4043494174236669,0.8130813402405306
CHTR,0.003545255091296662,0.0021003388602733875,0.004523060432160997
CHUY,0.7052932705162243,0.47587520910743664,0.5769448909592242
CHWY,0.8987598318613387,0.937020576399114,0.9054506650916821
CHX,0.9290317694211261,0.675771457979653,0.964514321902785
CI,0.8670576121812472,0.129397923223168,0.9442816851150718
CIA,1.4912433783092895e-20,6.30561350232294e-20,4.2930837495115185e-28
CIB,0.0001602317297596537,0.03840734044499072,0.031483994470081544
CIEN,0.6635521996781095,0.9795966770999478,0.7581836149963543
CIFR,0.00449473158575453,2.32560421794945e-05,0.14602241159479645
CIG,0.9727191576346351,0.5217414474183872,0.9169804980059757
CIGI,1.4067140497551447e-12,2.8879967400667637e-11,4.0481778576992006e-24
CIM,0.9076218880741397,0.10365814035726761,0.5952140566131318
CINF,2.7351554834136847e-08,4.855525651987163e-07,5.445826958231573e-07
CING,0.8973316333289876,0.7817439666738687,0.9876294353348972
CINT,0.7238340044780285,0.501323504015551,0.832315729885536
CIO,0.7226835089864513,0.07192307768920836,0.9929446167355653
CION,0.9570721831281158,0.3666440980042258,0.9925676972195823
CISO,0.938960575383021,0.938899470872464,0.9284349108783247
CISS,0.7440025648711742,0.002658241693620833,0.7735783614104795
CITE,6.655149475384615e-12,3.318142650634518e-10,2.675663431774185e-10
CIVB,1.4912433785651984e-20,9.242280073057438e-20,2.1859501988288834e-22
CIVI,0.9712961197141401,0.8077699770051445,0.7847681421853966
CIX,0.001284109919518328,0.1355020858309227,0.18588129901259376
CJET,2.830515996855453e-13,4.3318707548708315e-12,1.1437840102782106e-21
CJJD,6.655149475384615e-12,1.211025292901628e-12,4.958151930767339e-22
CKPT,5.418411762417041e-14,1.6152660979020895e-15,3.570903432452196e-14
CKX,2.0321143632405793e-43,1.5211414804463762e-19,5.464609277062404e-38
CL,0.21184884586046804,0.279159668589788,0.19607464278143927
CLAR,5.131726576692963e-07,0.00021474486068263768,0.006790664857413975
CLB,5.628808990362065e-05,6.633677112652233e-05,5.0744018889029556e-08
CLBK,0.910173490231573,0.286237253008492,0.8763837792015693
CLBR,0.018944549789589038,5.6409587565200875e-05,0.07877655525700478
CLBT,0.9148819356638904,0.25608770396795677,0.9492538309354329
CLCO,0.7461677027297767,0.8634827179265359,0.7748708492869398
CLDI,5.274019622119764e-10,1.6303946812193646e-08,1.0075283931327176e-07
CLDT,0.7316661476814295,0.2936695788022262,0.6496518746761133
CLDX,4.613820634861744e-07,0.0011762482840070865,0.009773762387142337
CLEU,0.7687845079219867,0.5190078691617117,0.9931555684865326
CLF,0.002620472099021831,0.21920693123531643,0.15043931932607457
CLFD,4.360664914318406e-17,1.4894680450850237e-15,5.123075813948385e-34
CLGN,1.2879302107630685e-10,7.077383704333421e-09,3.089399832080236e-22
CLH,5.886070377343933e-06,0.013716987666487768,0.0646567570908162
CLIR,0.9949929081423754,0.13669251659910642,0.9154543127964576
CLLS,0.32065723562531556,0.5440470470867169,0.6710727632325337
CLMB,2.742904281127715e-05,0.04471554770416808,0.0409393774674085
CLMT,0.8772525864583126,0.21085402074810977,0.7351081073876307
CLNE,0.9039615738986966,0.3562865183457815,0.9737935155746443
CLNN,8.200259844672854e-19,2.682022573601642e-18,1.4054216089452198e-21
CLOE,1.7967091866072642e-07,0.003095132321423555,0.006985754471491079
CLOV,0.6167028163865547,0.007498728491770912,0.9682826824214951
CLPR,0.5467406638738028,0.3592847173002739,0.5411249382500564
CLPS,0.6828117748278515,0.0012937952652023466,0.912871287422409
CLPT,0.01942237281281123,0.022084099880086194,0.268285949893602
CLRB,0.9388044605387308,0.5697227869081005,0.9945091032272573
CLRC,2.0603354188662727e-09,1.8976832965740295e-08,2.195959571864789e-08
CLRO,1.430251578730545e-13,5.257424979715799e-13,1.6207445473201762e-18
CLS,0.7618168164093132,0.4905728862739839,0.6599414781599914
CLSD,0.6396122172851206,0.23576267770441728,0.7071199002915003
CLSK,4.360664914480849e-17,5.428371631783112e-17,3.991416512136822e-45
CLST,0.00019797962238435871,0.06043690551907166,0.4654061421942297
CLVR,0.4273075757521725,0.2744995552499486,0.4972261243012668
CLVT,0.0007682122634088406,0.0004586584887594672,0.004593222951986831
CLW,0.6847655021286118,0.5976937077345701,0.7820982780603423
CLWT,0.00850962458197213,0.06583836363904005,0.22099625977273452
CLX,0.047064744172163886,0.07762264049484224,0.03173595831802012
CM,0.8708202260512365,0.7263392577757612,0.8656006470014925
CMA,1.14082577394787e-12,8.154091017084219e-07,1.6867380628163113e-07
CMAX,0.07863173469050677,0.040277224451130356,0.14383176745207038
CMBM,0.8807715154935771,0.20951713962095375,0.9721719233610425
CMC,0.06015523125237421,0.038135730540419965,0.3933532411760785
CMCA,2.9989796458359567e-11,7.326558927074423e-09,1.193236373718493e-08
CMCL,2.799652967694053e-16,2.948906364105111e-16,6.121903549455401e-39
CMCM,0.703379009277698,0.24148812010594356,0.651524171557774
CMCO,0.14548748188182303,0.10518200572801961,0.1701817970735876
CMCSA,3.0237615647538514e-07,0.0002555191279764666,3.813193918086036e-12
CMCT,8.75798204450617e-05,0.012169235050205285,0.00872328873610373
CME,0.8068756457147906,0.2754409401076533,0.8404557099590044
CMG,0.2832020669212344,0.49329346440125066,0.4855432980040403
CMI,0.023617135202854578,0.13871613906242475,0.2110235793146128
CMLS,0.00014507159341784075,0.177257432054318,0.45975183326777636
CMMB,0.8195970199548184,0.5046511358472416,0.9663804109893818
CMND,0.9613048098199408,0.0816405797343287,0.9956422658904327
CMP,0.46272291247005937,0.40616348751315046,0.7774476044669046
CMPO,0.4350324006201509,0.326300142327987,0.9004878001217803
CMPR,0.924111118515196,0.2488679565796359,0.7888918509111752
CMPS,0.39779355084099566,0.300669890310158,0.44711967981432355
CMPX,5.628808990362092e-05,7.262790016387346e-05,1.055783266864899e-09
CMRE,0.8477143400072062,0.5634126456217199,0.9137908341203252
CMRX,0.9577794784328754,0.7460879128944307,0.9387166241043005
CMS,7.436542189012534e-05,0.019421431191864236,0.0314375066721857
CMT,7.940335760922046e-06,0.00019246963345309742,0.00033267878655252254
CMTG,0.9837133448128322,0.4307487209023143,0.9077972815630792
CMTL,3.0264141574903014e-07,2.744707159021137e-06,1.9915673464422182e-08
CNA,0.00012918000206768183,0.04355296786237739,0.04723167731598654
CNC,0.4958871239660694,0.05380395296907403,0.4986646690100658
CNDA,0.00012367377698357053,0.0014076082852193528,0.0018746710518281473
CNDT,0.9903041358324746,0.19066680136579506,0.98014486010267
CNET,0.0003355380858685536,0.002119512651451494,5.211426303995758e-12
CNEY,0.8424374227672333,0.7538298365779317,0.9772171954716709
CNF,0.985360991181075,0.8972925077889053,0.9986013079874475
CNFR,0.9576106397684492,0.5770874292631014,0.7823634468806074
CNGL,2.0603354188662727e-09,1.7366155516966804e-06,1.2700848909489085e-06
CNHI,0.4179071809125423,0.1276164658215333,0.23624807614470134
CNI,0.6339840588129348,0.20610247231032253,0.7946922560771058
CNK,0.9772453749517,0.7948082955729272,0.9623261534575781
CNM,0.8215195515274105,0.9159289061955749,0.9698986701032843
CNMD,8.424445538519476e-05,0.004179131750055354,0.011742162011090906
CNNE,0.9376833994011551,0.6523364966047256,0.9716177356779354
CNO,0.8648157001804556,0.48933262426033874,0.9331169165806505
CNOB,1.0910488767844594e-25,6.760641332743424e-12,2.8070673935944884e-22
CNP,0.005792495458509572,0.061229025836507134,0.19882932743328208
CNQ,0.9704663347262132,0.85790509693409,0.9947227180186682
CNS,0.9634138290270099,0.4279309693937522,0.9987992118818854
CNSL,0.9925525919719194,0.6747075202127076,0.885033347090482
CNSP,0.6380322361223485,0.04162306677874783,0.886512252652989
CNTA,0.5298062090188064,0.6788591116363465,0.8333493774653109
CNTB,0.4846137661392421,0.13812176431419643,0.5830209101585012
CNTG,0.8957610297030514,0.10633819165254355,0.8771583269351425
CNTX,0.44828218604639813,0.5221380769293386,0.649652921358112
CNTY,8.310997508341736e-05,0.0240259009773649,0.12197140672221973
CNVS,0.00025701384547286154,0.048414024551108215,0.21264696190428511
CNX,0.4041647244912663,0.40283853074981346,0.7412892832603193
CNXC,0.5477704051206005,0.006048481695457464,0.8710700443763661
CNXN,0.8487814221368557,0.9019448623086804,0.9261403637533402
COCH,7.940335760966106e-06,1.610023440620193e-05,4.02385127351081e-06
COCO,0.6942868833598348,0.38784979420053733,0.6400778973932273
COCP,1.7624853993527764e-21,2.2499292108720488e-20,1.4314493255344491e-30
CODA,6.438646606571942e-18,3.8787747938407195e-17,3.0597715452606874e-49
CODI,0.839284204296648,0.05451781075219986,0.904719450600387
CODX,0.9933743395952038,0.8225963615689924,0.9981712849856386
COE,0.7480740007958733,0.2516652723430647,0.9417395442223324
COEP,0.0074346976987080815,0.007892777336799495,0.5921609072590753
COF,3.772695740085054e-05,0.10275166694100935,0.12578062261278178
COFS,1.6803389638138884e-45,6.145265881823939e-21,2.1618161933919777e-41
COGT,0.679003286137907,0.33815748171570104,0.7965965471396264
COHN,0.8400869235968413,0.17235289467343828,0.9395394862187586
COHR,7.451974198244282e-05,0.005339902584610701,0.01733991909685728
COHU,0.0007682122634188326,3.519811596120072e-05,0.00043882708035770083
COIN,0.7437486656968197,0.9613655812623125,0.7813868184907224
COKE,1.7868051183951263e-11,3.206334512333068e-10,1.437465183552575e-10
COLB,0.0003355380858685536,0.00045630481742174714,0.0004500302451130186
COLD,0.40053279282795207,0.055608499579838266,0.5363814703670129
COLL,0.36405618902101966,0.16496028079384217,0.9716847523213927
COLM,0.8775461042102762,0.48496241273363094,0.3777549312634907
COMM,0.7683746682724232,0.2680598315319389,0.9557937491927577
COMP,0.8659790877314717,0.7998700629752153,0.7798508516070735
COMS,2.118509480765444e-35,8.815212991474998e-18,3.8390693302303782e-34
CONN,0.9375851805353859,0.7017530664633158,0.9652262653495607
CONX,0.7618181975818525,0.08070529847621633,0.42283386613815377
COO,5.183304718866699e-05,0.030224560532232325,0.17637388292735323
COOK,0.9513909799177798,0.895516342224323,0.9606496405178506
COOL,0.0006726856436287676,0.012819394446150878,0.29823352020700855
COOP,1.0789260632113285e-06,0.0011774832608169028,0.0019397226366764109
COP,0.9398956456080684,0.7373820036977764,0.9228205599072801
COR,0.1513508534504422,0.28253910143820504,0.19652785540876894
CORT,0.6065249752541902,0.08612671004964134,0.6143821639906132
COSM,3.1181814423584205e-36,4.9947932942332635e-20,2.320927901729634e-50
COST,0.08743338675447176,0.12735515310594014,0.5693964538377658
COTY,0.9823285859077099,0.7990614402818822,0.9536164214048387
COUR,0.6265396615985324,0.2289169712140463,0.7403665154208833
COYA,0.7910532175411549,0.307619689181721,0.5217144558309514
CP,0.5781462786893892,0.6391197525443801,0.6415210715067311
CPA,0.5107241821400572,0.46475526841959813,0.5179363637393227
CPAC,0.012600131906318257,0.08257654602262876,0.7098569024622736
CPB,0.03304705782190143,0.02376785290259109,0.038357553920910115
CPBI,0.7407595348671907,0.050426236510859535,0.8832754259910403
CPF,1.9654630993955534e-22,1.7927345866090027e-22,1.3337596639691567e-97
CPG,0.9384396716239144,0.5242442901874811,0.9660244941516509
CPHC,0.0035452550911220237,0.012399011242077429,0.05313157228027787
CPHI,1.5145951556952298e-13,8.28941138048936e-12,1.3220505710852286e-20
CPIX,0.9742078277684378,0.33655634941889645,0.8062836093583919
CPK,1.7624854020761737e-21,2.5988530875397226e-21,2.6543305950528368e-50
CPLP,0.8571923243234879,0.017973094434586834,0.6839945304143368
CPNG,0.9849261256868829,0.5451459361004354,0.9376695546747746
CPOP,0.9393637288892233,0.008991690916311246,0.9976351431913844
CPRI,0.6427552171418176,0.47907413104583674,0.9996475833701431
CPRT,0.0003661647178024398,0.016784864695207125,0.012040984677451405
CPRX,0.045637168815519824,0.20003985942349511,0.7476753501395348
CPS,0.0007682122634226074,0.002803289203113457,1.4224580335053988e-11
CPSH,2.7996529676963934e-16,3.5081287785661177e-16,1.514236452266082e-22
CPSS,0.00030287759201501113,0.0013146300101264385,0.0016058763107422713
CPT,1.691237222286245e-05,0.11365552118595323,0.09088914122458802
CPTN,3.825772188705951e-05,0.002870964335276671,0.0017043094582318563
CQP,0.7091112488833308,0.010705887950307469,0.44663409438034274
CR,0.8715826594106263,0.9700436802614278,0.830111106304599
CRAI,0.5948244719057019,0.5555750162763746,0.6272811885749334
CRBG,0.9630470323788966,0.9757690621992803,0.9681882654030153
CRBP,0.0005390079132731592,0.009660685235578947,0.1553110056239233
CRBU,0.9467208813509129,0.7422102118139688,0.8352133995385078
CRC,0.6695515816586894,0.33203192454432173,0.7073737619419551
CRCT,0.4973605117317289,0.1628882379183818,0.8795892668013988
CRDF,4.3606649261217576e-17,1.28134273438748e-16,1.1893734666485194e-19
CRDL,0.7854574833991671,0.45980132588412026,0.7152320317075097
CRDO,0.8592775871210219,0.7131379310776083,0.9544375430918025
CREG,7.940335760965748e-06,9.908873605749814e-07,1.6866685823480298e-07
CRESY,0.0005398597943420812,0.04249707132812275,0.051386281905447806
CREV,0.4454461899045957,0.0018716817685145992,0.9935020740199275
CREX,0.8499261570574258,0.08725945756608677,0.9843683230303897
CRGO,2.735155483457242e-08,3.7937833913936045e-08,2.317440573273075e-09
CRGX,0.5235187376775354,0.40588864899193355,0.8865716499586987
CRGY,0.7696575072658,0.5779362285390639,0.7055723655690715
CRH,1.7052698956434885e-15,2.523217894792558e-15,1.9259695260609714e-39
CRI,0.987257600058096,0.3976988527548796,0.996302644030146
CRIS,0.9610356293635738,0.7404120295477938,0.9898848298091334
CRK,1.2084597004881364e-21,3.419248181119084e-11,5.617555663946867e-12
CRKN,0.7419929172430704,0.03634455239246903,0.7171214535274979
CRL,0.2741761050202268,0.4165927368893264,0.5326537264173312
CRM,0.5518562897402759,0.18725568742934706,0.9880111732849362
CRMD,0.0001268917543177161,0.1514099631247947,0.13932255975734098
CRMT,3.1199360457415253e-31,3.188746307407512e-16,2.383117920326392e-44
CRNC,0.7559393839842811,0.034768483509526216,0.9936900705455686
CRNT,0.9736232622628463,0.990171011569846,0.9485752152541359
CRNX,0.77372408654948,0.9322350011597061,0.5369623848423317
CRON,0.7462899749895997,0.48568645494663487,0.5874646817367024
CROX,0.9957801270981284,0.9901619946123918,0.993410188790857
CRS,0.2640316826852189,0.1518932817560309,0.1839166771356432
CRSP,0.8003560644239986,0.44304617369461863,0.871826500073422
CRSR,0.5238496876978198,0.45425028837414305,0.39267041423573734
CRT,8.25248514670868e-08,3.952071998228461e-05,1.4792435332091281e-05
CRTO,0.9005527485659575,0.27968911959080134,0.9046232904684299
CRUS,2.486453752540043e-05,0.21200557960205968,0.22034214666470164
CRVL,0.1984690663630232,0.26307650530862836,0.19884008003777054
CRVO,4.360664914332869e-17,1.843873775716163e-17,3.991416512136822e-45
CRVS,0.5863585652612631,0.3136869684984207,0.7878056023543804
CRWD,0.47124478366315214,0.9239580304272058,0.4867192949723529
CRWS,2.160712606207046e-05,5.509013206427348e-05,6.252820459048597e-11
CSAN,0.7996260734906998,0.4917059990260366,0.7713052699915117
CSBR,5.6288089902552234e-05,0.00018340529305722463,1.0485388075137433e-09
CSCO,0.04607099983307994,0.05591686673156904,0.3197124453729119
CSGP,0.003095146976805574,0.31159793606898334,0.3365576726626104
CSGS,0.3020555979030437,0.33958837402317554,0.5322294841327253
CSIQ,0.7261569315067345,0.40381230348219976,0.9468156725573639
CSL,0.0071493852395322355,0.0014053494397963107,0.013529190035566296
CSLM,9.302730350923576e-08,4.743354483962124e-08,1.456719060035566e-07
CSLR,0.5126235657583889,0.44764381663116004,0.7429466410131238
CSPI,1.4067140497551447e-12,2.0464478074543675e-12,2.4626887153812285e-21
CSR,0.000335538085875197,0.0011438668470205027,0.0022694513012834205
CSSE,0.9494533625021597,0.20696688076540803,0.9320987817031713
CSTE,0.5938964862511513,0.3483260822825406,0.8765553482804791
CSTL,0.9563766692559484,0.4628436652058613,0.9331148397320884
CSTM,0.7878269197640548,0.9741632032144488,0.8475136884309042
CSV,0.003420693549254228,0.13105474815847895,0.26099070645822786
CSWC,1.1917533750839644e-19,2.9105458533146346e-16,5.545897717422399e-28
CSWI,0.989152676356691,0.5604048175878718,0.9965469425379055
CSX,0.9468633256454861,0.8699476581907168,0.9128623127290239
CTAS,9.302730350923576e-08,8.466065022278845e-07,5.3307058923127284e-08
CTBI,1.4912433785648183e-20,1.136766846795698e-20,2.406994104306903e-40
CTCX,2.1607126062074416e-05,6.238305216132934e-06,6.919007643821063e-06
CTGO,0.015192691185189178,0.06279303329000285,0.06346329478200474
CTHR,0.6847480619720907,0.15500093518360636,0.6227168318898353
CTKB,0.9600585433723803,0.45234036170769565,0.9583438425909893
CTLP,1.7339751197786773e-05,0.05784003770709023,0.2127319333459704
CTLT,0.993276342810054,0.3332840204074632,0.9746368265198698
CTM,0.7752288469219921,0.4058069139671724,0.9717667174068753
CTMX,0.7513676242093871,0.8054144256475264,0.5160208643612283
CTNT,0.9000416135800633,0.17346155054399037,0.9940934108755748
CTO,1.1917533747627505e-19,1.5729346779167227e-19,2.4454724720559113e-37
CTOS,5.274019622165366e-10,1.11309688608931e-08,5.56544359176246e-10
CTRA,0.0014498922560106653,0.020361011818509245,0.029782970612101445
CTRE,0.18689344035746125,0.01025929665069325,0.8316280499867121
CTRM,0.00927977488036058,8.008452319834232e-06,0.9501772589388906
CTRN,0.9634941828032757,0.6231619427288949,0.9937335315236427
CTS,1.4963830529399162e-05,0.0026109088012704618,0.236162158391375
CTSH,0.3440427038601699,0.10023574436122784,0.8235390203230902
CTSO,0.7444939284593359,0.4608894724643653,0.8846028315405089
CTV,0.0006138084227025331,0.036082844062305997,0.33910267624776624
CTVA,0.991979001452638,0.2820999249790984,0.995352210479492
CTXR,1.7052698956436196e-15,1.0749351125300824e-16,8.502710931277117e-29
CUBE,0.6891629744792173,0.3920857588603788,0.5390727821678019
CUBI,4.36066491433079e-17,6.212307553499959e-16,9.487660278280591e-23
CUE,0.4265210804985905,0.1750852586162729,0.969714385992346
CUK,0.9948800401775266,0.6781614058937168,0.9911644306531358
CULL,1.4142058471480013e-23,1.6183905934516173e-12,2.0891298023316456e-16
CULP,9.861564836612097e-15,1.931348897346948e-12,1.2846705243833113e-17
CURI,7.94033576117814e-06,1.3211921414887695e-06,9.134190199484922e-10
CURV,0.9330206682312098,0.5938068641925864,0.9940028126405225
CUTR,0.8824148718017136,0.03127561859968897,0.8987847152495841
CUZ,5.418411762405399e-14,2.523635876411224e-10,4.0015722429717956e-09
CVAC,0.671996443262425,0.49878376605003827,0.8702106810981356
CVBF,1.9654631089373506e-22,4.8696019294291556e-23,2.4118848280650195e-45
CVCO,0.8953712737407685,0.0673927867206181,0.9343767474307658
CVE,0.9249659093030101,0.9838266297796091,0.9101178768399246
CVEO,0.38583000120376376,3.748009461450854e-06,0.8945165071450905
CVGI,0.5505713970226979,0.6158177038725938,0.8955992973753131
CVGW,0.0007682122634179445,0.0003783877589630058,6.501556370193417e-11
CVI,0.9035254229255665,0.7530977183078325,0.8831494801575523
CVII,1.5609593214851037e-06,0.00847597576966952,0.008252629162710412
CVKD,0.5716312358590565,0.5491037874976477,0.6450867402010788
CVLG,0.000119336350417937,0.04552532256051789,0.0994055736480357
CVLT,0.8324027234914466,0.30819885539450986,0.7469128870816296
CVLY,1.7052698956436196e-15,9.251175703536528e-15,8.271581707050782e-32
CVM,9.004650369379582e-19,1.3847934664703518e-17,1.5883809115928868e-17
CVNA,0.8792529640789838,0.8884525939006486,0.9621186359098772
CVR,5.274019622189826e-10,2.596889196076502e-09,3.399356760102375e-11
CVRX,0.6244656711603869,0.29170773594865773,0.6671637449741608
CVS,0.025646443935639973,0.08776900665095033,0.12055136098416097
CVU,6.438646606571942e-18,1.5213843184722941e-16,1.7562830888467636e-17
CVV,1.5977237834811184e-29,5.783668880700193e-15,3.5318436820623614e-19
CVX,0.30386167413680054,0.3175123237751165,0.3504719888450588
CW,0.6182586272423564,0.6915325117547929,0.5756900215301477
CWAN,0.9903645091478428,0.9007804032267939,0.9263564001538396
CWBC,1.27079671826885e-28,1.9030444114398233e-14,5.457522071997279e-15
CWCO,1.7624853993916226e-21,1.507336755929489e-22,1.5732355121484632e-44
CWD,0.7508636878060972,0.2733265934186908,0.9282551308587939
CWEN,0.31783486197363897,0.1196179960353797,0.9774914764407138
CWH,0.8204910260419503,0.9681410654840994,0.8255482185037875
CWK,0.9316763656589996,0.23529399853238575,0.9464641410418739
CWST,0.018215845664495522,0.14398340135262178,0.18391118000095408
CWT,2.799652967680913e-16,4.549496254221297e-16,4.477414002664471e-50
CX,0.9428579166059167,0.6013704638917203,0.9294687954456979
CXAI,9.585463899940219e-05,0.005611110787023477,0.1815706689908001
CXDO,2.7351554837477217e-08,3.2027805102714066e-07,1.360937044583261e-17
CXM,0.5256567218245686,0.5389028539050775,0.7674879902550751
CXT,0.002577764057384302,0.19728208467718045,0.2829204509944985
CXW,0.6474924214426608,0.10743396925332471,0.5045238490028607
CYAN,7.439030722015791e-34,2.0550744654096156e-16,1.0875776851624944e-54
CYBN,1.0110322965288264e-32,1.386774177964162e-89,3.403729838874708e-50
CYBR,0.847413917204501,0.7746010721585332,0.9320960922815872
CYCC,0.8151735970838454,0.63106399016206,0.8999509457644954
CYCN,0.6812759743453125,0.012993410917053638,0.9572490445026878
CYD,0.049636967412684974,0.1301728329965841,0.12521089663273
CYH,0.7826161504845648,0.48646791807805767,0.9702590045718825
CYN,0.9813141076694022,0.12984612561361186,0.9979721271047507
CYRX,0.0018764915545091965,0.0005422305293919087,6.0220041886518655e-12
CYTH,9.302730350923399e-08,7.405113719606283e-07,1.9414794698402103e-09
CYTK,0.7853051097414565,0.47131443047364296,0.9598854781249105
CYTO,0.9895622247114474,0.5690553403061822,0.9930113985561854
CZFS,2.8305159968555056e-13,2.3881945953950366e-11,3.5392167007080474e-16
CZNC,1.7052698956436196e-15,2.2789361805786e-15,1.3170755574928659e-33
